label,TF_UNIGRAM,IDF_UNIGRAM,TFIDF_UNIGRAM
"['bbm', 'terbelitransportasi', 'solusi', '', 'mobil', 'listrik']","[0.25, 0.25, 0.25, 0.25]","[3.167665775094675, 6.41610040220442, 6.41610040220442, 5.605170185988092]","[0.7919164437736688, 1.604025100551105, 1.604025100551105, 1.401292546497023]"
"['bbm', 'yg', 'beli', 'pagi', 'kemarin', 'minggu', 'bbm', 'perintah', 'beli', 'kemarin', 'beli', 'minggu', 'fluktuasi', 'harga', 'minyak', 'dunia', 'alas', 'naik', 'harga', 'bbm', 'alas', 'gak', 'tapat', 'sasar', 'cc']","[0.08695652173913043, 0.13043478260869565, 0.13043478260869565, 0.043478260869565216, 0.043478260869565216, 0.043478260869565216, 0.08695652173913043, 0.08695652173913043, 0.08695652173913043, 0.043478260869565216, 0.043478260869565216, 0.043478260869565216, 0.043478260869565216, 0.043478260869565216, 0.043478260869565216]","[5.605170185988092, 3.167665775094675, 5.605170185988092, 6.0106352940962555, 4.912023005428146, 4.064725145040942, 3.5977021439333448, 6.0106352940962555, 6.703782474656201, 6.0106352940962555, 3.7593434954897607, 5.722953221644475, 3.952247161614252, 5.499809670330265, 2.666596326274049]","[0.48740610312939925, 0.41317379675147936, 0.7311091546940989, 0.26133196930853286, 0.2135662176273107, 0.1767271802191714, 0.3128436646898561, 0.5226639386170657, 0.5829376064918436, 0.26133196930853286, 0.16344971719520698, 0.24882405311497716, 0.17183683311366313, 0.23912215957957672, 0.11593897070756734]"
"['bbrapa', 'proyek', 'yg', 'pakde', 'sebutkanbanyak', 'yg', 'mangkrak', 'sarang', 'nyamuk']","[0.2, 0.2, 0.2, 0.4]","[6.703782474656201, 5.8564846142689975, 5.605170185988092, 2.666596326274049]","[1.3407564949312403, 1.1712969228537995, 1.1210340371976184, 1.0666385305096195]"
"['beban', 'tsb', 'kpd', 'anies', 'baswedan', 'in', 'syaaallah', 'beban', 'tsb', 'beliau', 'tanggulang', 'dg', 'sebaiknyaa', 'aamiin', '']","[0.1111111111111111, 0.1111111111111111, 0.2222222222222222, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.2222222222222222]","[6.703782474656201, 5.605170185988092, 5.605170185988092, 5.722953221644475, 5.40449949052594, 7.1092475827643655, 7.1092475827643655]","[0.7448647194062445, 0.6227966873320102, 1.2455933746640204, 0.6358836912938305, 0.6004999433917712, 0.7899163980849294, 1.5798327961698588]"
"['beban', 'tuntut', 'orang', 'dgn', 'yg', 'pikul']","[0.2, 0.2, 0.2, 0.2, 0.2]","[5.605170185988092, 4.80666248977032, 4.0182051294060495, 5.722953221644475, 2.666596326274049]","[1.1210340371976184, 0.961332497954064, 0.8036410258812099, 1.144590644328895, 0.5333192652548098]"
"['beli', 'hp', 'pulsa', 'orang', 'kembali', 'ribu', 'kadang', 'tdk', 'ambil', 'beli', 'rokok', 'bungkus', 'rb', '', 'indonesia', 'sejahter', 'mau', 'murah', 'subsidi', 'bgm', 'bangun', 'hutang', 'caci', 'maki', 'ruwet']","[0.05555555555555555, 0.05555555555555555, 0.1111111111111111, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555]","[6.19295685089021, 4.969181419268095, 5.605170185988092, 7.1092475827643655, 6.0106352940962555, 3.7950615780918397, 6.703782474656201, 7.1092475827643655, 7.1092475827643655, 7.1092475827643655, 6.0106352940962555, 4.0182051294060495, 5.40449949052594, 6.19295685089021, 6.703782474656201, 5.029806041084529, 4.470190253149108]","[0.34405315838278944, 0.276065634403783, 0.6227966873320102, 0.3949581990424647, 0.3339241830053475, 0.21083675433843552, 0.3724323597031223, 0.3949581990424647, 0.3949581990424647, 0.3949581990424647, 0.3339241830053475, 0.22323361830033606, 0.3002499716958856, 0.34405315838278944, 0.3724323597031223, 0.2794336689491405, 0.24834390295272818]"
"['beli', 'pertalite', 'batas', 'avanza', 'xenia']","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[6.41610040220442, 5.605170185988092, 5.605170185988092]","[2.1387001340681397, 1.8683900619960305, 1.8683900619960305]"
['beliau'],[1.0],[5.722953221644475],[5.722953221644475]
"['bener', 'bgt', 'perang', 'rusia', 'ukraina', 'jokowi', 'siap', 'strategi', 'hadap', 'krisis', 'untukkesejahteraannkri']","[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]","[5.237445405862774, 4.85795578415787, 1.8362480242006185, 4.912023005428146, 4.85795578415787, 4.80666248977032, 5.31748811353631, 5.31748811353631, 4.912023005428146, 4.164808603597925]","[0.5237445405862774, 0.485795578415787, 0.18362480242006185, 0.49120230054281466, 0.485795578415787, 0.480666248977032, 0.5317488113536311, 0.5317488113536311, 0.49120230054281466, 0.41648086035979254]"
"['bener', 'bodoh', 'banget', 'presindent', 'pilih', 'tri', 'gak', 'orang', 'baik', 'negri', 'rusak', 'aja', 'negri']","[0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.16666666666666666, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333]","[3.8134107167600364, 5.499809670330265, 5.722953221644475, 5.237445405862774, 5.605170185988092, 4.064725145040942, 6.0106352940962555, 4.0182051294060495, 4.7578723256008875, 5.722953221644475, 5.163337433709052]","[0.3177842263966697, 0.4583174725275221, 0.4769127684703729, 0.4364537838218978, 0.46709751549900763, 0.3387270954200785, 1.0017725490160425, 0.3348504274505041, 0.3964893604667406, 0.4769127684703729, 0.43027811947575434]"
"['beri', 'bansos', 'antisipasi', 'jokowi', 'inflasi', 'mengahdapi', 'krisis', 'ekonomi', 'untukkesejahteraannkri']","[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[6.41610040220442, 5.40449949052594, 7.1092475827643655, 4.85795578415787, 5.40449949052594, 1.8362480242006185, 4.912023005428146, 4.164808603597925]","[0.8020125502755525, 0.6755624363157425, 0.8886559478455457, 0.6072444730197337, 0.6755624363157425, 0.2295310030250773, 0.6140028756785183, 0.5206010754497407]"
"['beri', 'bansos', 'antisipasi', 'jokowi', 'inflasi', 'untukkesejahteraannkri']","[0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666]","[6.41610040220442, 5.40449949052594, 7.1092475827643655, 5.40449949052594, 1.8362480242006185, 4.164808603597925]","[1.0693500670340699, 0.9007499150876567, 1.1848745971273942, 0.9007499150876567, 0.30604133736676975, 0.6941347672663208]"
"['berita', 'angkat', '', 'perijinan', 'lengkap', 'fix', 'ente', 'provokator']","[0.25, 0.25, 0.25, 0.25]","[6.0106352940962555, 6.0106352940962555, 6.19295685089021, 7.1092475827643655]","[1.5026588235240639, 1.5026588235240639, 1.5482392127225526, 1.7773118956910914]"
"['berita', 'kejut', 'orang', 'ruu', 'ampas', 'aset', 'koruptor', 'sahkan', 'dpr', 'jokowi', 'kesah', 'dpr', '', 'rakyat', 'indonesia', 'setujuuu', '']","[0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.18181818181818182, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091]","[7.1092475827643655, 5.722953221644475, 6.0106352940962555, 5.40449949052594, 3.7950615780918397, 1.8362480242006185, 4.58351893845611, 4.0182051294060495, 3.47166142303798, 6.703782474656201]","[0.6462952347967605, 0.5202684746949523, 0.5464213903723869, 0.9826362710047164, 0.34500559800834907, 0.16693163856369259, 0.41668353985964635, 0.36529137540054996, 0.3156055839125436, 0.609434770423291]"
"['beritasonora', 'azwar', 'anas', 'lantik', 'menpanrb', 'jokowi', 'track', 'recordnya', 'inovatif']","[0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285]","[5.029806041084529, 5.237445405862774, 7.1092475827643655, 1.8362480242006185, 5.499809670330265, 7.1092475827643655, 6.19295685089021]","[0.7185437201549327, 0.7482064865518248, 1.0156067975377665, 0.26232114631437403, 0.7856870957614663, 1.0156067975377665, 0.8847081215557443]"
"['beritasonora', 'profil', 'kaya', 'abdullah', 'anzwar', 'anas', 'menpan', 'rb', 'lantik', 'presiden', 'jokowi']","[0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111]","[6.41610040220442, 5.029806041084529, 7.1092475827643655, 1.8362480242006185, 5.237445405862774, 5.499809670330265, 5.722953221644475, 3.313758393592171, 5.40449949052594]","[0.71290004468938, 0.558867337898281, 0.7899163980849294, 0.20402755824451316, 0.581938378429197, 0.6110899633700294, 0.6358836912938305, 0.36819537706579675, 0.6004999433917712]"
"['biadab', 'dah', 'luka', 'bawa', 'kaya', 'gitu', '']","[0.2, 0.2, 0.2, 0.2, 0.2]","[6.0106352940962555, 7.1092475827643655, 5.8564846142689975, 5.40449949052594, 5.237445405862774]","[1.2021270588192512, 1.4218495165528733, 1.1712969228537995, 1.080899898105188, 1.0474890811725548]"
"['biar', 'jokowi', 'aja', 'sulit', 'cari', 'pakde', 'tuju', '', '', '']","[0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285]","[3.8134107167600364, 5.605170185988092, 5.237445405862774, 1.8362480242006185, 5.8564846142689975, 5.722953221644475, 5.8564846142689975]","[0.544772959537148, 0.8007385979982988, 0.7482064865518248, 0.26232114631437403, 0.8366406591812853, 0.8175647459492106, 0.8366406591812853]"
"['biar', 'laku', 'dagang', 'pake', 'nama', 'jokowi']","[0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666]","[5.605170185988092, 6.703782474656201, 1.8362480242006185, 4.80666248977032, 5.31748811353631, 5.31748811353631]","[0.9341950309980153, 1.1172970791093668, 0.30604133736676975, 0.8011104149617199, 0.8862480189227183, 0.8862480189227183]"
"['biarin', '', 'sopan', 'sidang', 'pake', 'hijab', 'alim', 'gitu', 'gak', 'tega', 'ah', 'hukum', 'klo', 'abis', 'tempat', 'kerja', 'korupsi', 'tangkap', 'bebas', 'lama', 'kaya', 'raya', '', '']","[0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142]","[6.703782474656201, 6.0106352940962555, 5.8564846142689975, 4.064725145040942, 5.40449949052594, 4.544298225302828, 5.237445405862774, 4.711352309965995, 4.912023005428146, 4.7578723256008875, 5.31748811353631, 7.1092475827643655, 5.8564846142689975, 6.19295685089021]","[0.47884160533258574, 0.4293310924354468, 0.41832032959064264, 0.2903375103600673, 0.38603567789471, 0.32459273037877345, 0.3741032432759124, 0.33652516499757107, 0.35085878610201043, 0.33984802325720626, 0.37982057953830783, 0.5078033987688833, 0.41832032959064264, 0.44235406077787215]"
"['bicara', 'buruk', 'refleksi', 'anak', 'masalah', 'minus', 'pribadi', 'kerja', 'tdk', 'mahasiswa', 'kl', 'visioner', 'berfikir', 'diskus', 'demo', 'dgn', 'teriak', 'sekolah', 'tdk', 'paham']","[0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.125, 0.0625]","[4.912023005428146, 7.1092475827643655, 5.8564846142689975, 6.0106352940962555, 4.470190253149108, 4.80666248977032, 4.711352309965995, 5.8564846142689975, 5.605170185988092, 6.703782474656201, 6.703782474656201, 5.8564846142689975, 6.19295685089021, 4.470190253149108, 6.19295685089021]","[0.30700143783925915, 0.44432797392277285, 0.36603028839181234, 0.37566470588101597, 0.2793868908218192, 0.300416405610645, 0.2944595193728747, 0.36603028839181234, 0.35032313662425574, 0.41898640466601256, 0.41898640466601256, 0.36603028839181234, 0.38705980318063815, 0.5587737816436384, 0.38705980318063815]"
"['bijak', 'perintah', 'dogma kalau', 'presiden', 'bius', 'rakyat', 'spt', 'bijak', 'pimpin', 'sblmnyabbm', 'ga', 'naik', 'harganyaberi', 'aja', 'subsidi', 'banyak analisa', 'bijak', 'dlm', 'korelasi', 'dg', 'ekonomi', 'global']","[0.0625, 0.1875, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]","[3.8134107167600364, 5.237445405862774, 5.40449949052594, 6.703782474656201, 4.85795578415787, 3.973753366835216, 6.19295685089021, 3.7593434954897607, 3.952247161614252, 5.029806041084529, 3.313758393592171, 3.47166142303798, 6.0106352940962555, 5.029806041084529]","[0.23833816979750228, 0.9820210135992701, 0.33778121815787127, 0.41898640466601256, 0.30362223650986686, 0.248359585427201, 0.38705980318063815, 0.23495896846811004, 0.24701544760089075, 0.3143628775677831, 0.20710989959951068, 0.21697883893987374, 0.37566470588101597, 0.3143628775677831]"
"['bijak', 'sby', 'jokowi', 'ekonomi', '', 'beda', 'sby', 'hati', 'hati', '', 'semngat', 'cabut', 'subsidi', 'bangun', 'dr', 'hutang', '', 'oligarki', 'politik', 'ekonomi', '']","[0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.13333333333333333, 0.13333333333333333, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.13333333333333333, 0.06666666666666667]","[4.969181419268095, 5.722953221644475, 5.237445405862774, 5.0943445622221, 4.85795578415787, 5.722953221644475, 6.0106352940962555, 1.8362480242006185, 6.19295685089021, 4.912023005428146, 4.969181419268095, 5.029806041084529]","[0.33127876128453965, 0.38153021477629834, 0.3491630270575182, 0.3396229708148067, 0.6477274378877159, 0.7630604295525967, 0.400709019606417, 0.1224165349467079, 0.41286379005934737, 0.3274682003618764, 0.6625575225690793, 0.3353204027389686]"
"['bikin', 'anak', 'bikin', 'enak', '', '', '']","[0.25, 0.5, 0.25]","[4.912023005428146, 4.969181419268095, 6.703782474656201]","[1.2280057513570366, 2.4845907096340474, 1.6759456186640502]"
"['bikin', 'makan', 'ngurus', 'wajib', 'kerja', 'ttp', 'fokus', 'ribet']","[0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666]","[4.969181419268095, 6.19295685089021, 4.711352309965995, 6.703782474656201, 6.703782474656201, 6.703782474656201]","[0.8281969032113491, 1.0321594751483683, 0.7852253849943325, 1.1172970791093668, 1.1172970791093668, 1.1172970791093668]"
"['bikin', 'malu', 'orang', 'kolot', 'yg', 'ga', 'paham', 'internet', 'programmer', 'tahan', 'dungu', 'banget', 'ga', 'menteri', 'serta', 'jajar', 'rombak', 'aja']","[0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.13333333333333333, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667]","[3.8134107167600364, 5.722953221644475, 4.969181419268095, 6.0106352940962555, 3.973753366835216, 7.1092475827643655, 5.722953221644475, 4.435098933337837, 4.0182051294060495, 5.8564846142689975, 7.1092475827643655, 6.703782474656201, 6.41610040220442, 2.666596326274049]","[0.2542273811173358, 0.38153021477629834, 0.33127876128453965, 0.400709019606417, 0.5298337822446955, 0.4739498388509577, 0.38153021477629834, 0.2956732622225225, 0.2678803419604033, 0.3904323076179332, 0.4739498388509577, 0.44691883164374674, 0.427740026813628, 0.17777308841826991]"
"['bilang', 'ekonomi', 'negara', 'sepenuh', 'stabil', 'brolihat', 'berita', 'negara', 'bro', 'hahahadi', 'presiden', 'indonesia', 'jokowi', 'bro', '', 'nya', 'ya', 'bro', 'presiden', 'jokowi', 'bakar', 'mana', 'uang', 'subsidi', 't', 'itusehingga', 'bbm']","[0.05, 0.05, 0.05, 0.15, 0.05, 0.05, 0.1, 0.05, 0.1, 0.05, 0.1, 0.05, 0.05, 0.05, 0.05]","[3.167665775094675, 6.0106352940962555, 5.31748811353631, 6.41610040220442, 4.85795578415787, 3.7950615780918397, 1.8362480242006185, 5.605170185988092, 4.138833117194665, 4.064725145040942, 3.313758393592171, 6.41610040220442, 5.029806041084529, 5.8564846142689975, 3.70805020110221]","[0.15838328875473376, 0.3005317647048128, 0.26587440567681553, 0.9624150603306629, 0.2428977892078935, 0.189753078904592, 0.18362480242006185, 0.2802585092994046, 0.41388331171946646, 0.2032362572520471, 0.3313758393592171, 0.32080502011022105, 0.25149030205422646, 0.2928242307134499, 0.18540251005511052]"
['bilangin'],[],[],[]
"['bipang', 'koment', '', '', '']",[1.0],[7.1092475827643655],[7.1092475827643655]
"['biru', 'biru', 'ngenes', '', 'liat', 'demokerat', 'asa', 'liat', 'chelsea', '', 'liat', 'tuchel', 'pecat', '', 'kapangiliran', 'si', 'anak', 'mami', '', 'gilir', 'dipechattt', '', 'yakan', '', 'yakan', '', 'yaiyalah', '', '', '']","[0.08333333333333333, 0.08333333333333333, 0.16666666666666666, 0.08333333333333333, 0.25, 0.08333333333333333, 0.08333333333333333, 0.16666666666666666]","[4.912023005428146, 7.1092475827643655, 7.802394763324311, 6.703782474656201, 5.40449949052594, 6.41610040220442, 5.499809670330265, 7.802394763324311]","[0.40933525045234553, 0.5924372985636971, 1.3003991272207185, 0.5586485395546834, 1.351124872631485, 0.5346750335170349, 0.4583174725275221, 1.3003991272207185]"
['blt'],[1.0],[5.499809670330265],[5.499809670330265]
"['blt', 'ya', 'zaman', 'sby', 'situsai', 'dunia', 'penuh', 'ketidakpastian', 'ubah', 'cepat', 'aja', 'pola', 'variabel', 'aja', 'kompleks', 'atur', 'penuh', 'ketidakpastian', 'ubah', 'cepat']","[0.11764705882352941, 0.058823529411764705, 0.058823529411764705, 0.11764705882352941, 0.058823529411764705, 0.11764705882352941, 0.11764705882352941, 0.058823529411764705, 0.058823529411764705, 0.11764705882352941, 0.058823529411764705, 0.058823529411764705]","[3.8134107167600364, 6.19295685089021, 5.499809670330265, 5.8564846142689975, 4.912023005428146, 7.1092475827643655, 6.41610040220442, 7.1092475827643655, 4.969181419268095, 6.703782474656201, 3.70805020110221, 6.0106352940962555]","[0.44863655491294546, 0.36429157946413004, 0.3235182159017803, 0.6889981899139997, 0.28894252973106743, 0.8363820685605136, 0.7548353414358141, 0.4181910342802568, 0.29230478936871146, 0.7886802911360237, 0.21812060006483588, 0.3535667820056621]"
"['bner', 'ya', 'negara', 'ga', 'bsa', 'intervensi', 'ya', 'trus', 'ngarepin', 'masyarakat']","[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.25]","[6.703782474656201, 3.973753366835216, 6.0106352940962555, 5.0943445622221, 4.138833117194665, 6.41610040220442, 3.70805020110221]","[0.8379728093320251, 0.496719170854402, 0.7513294117620319, 0.6367930702777626, 0.5173541396493331, 0.8020125502755525, 0.9270125502755525]"
"['', 'bocor', 'negeri']",[1.0],[5.163337433709052],[5.163337433709052]
"['bodoh', 'publik', 'bbm', 'subsidi', 'uang', 'mana', '', 'harga', 'bbm', 'anggar', 'subsidi', 'kompensasi', 'bengkak', 'rp', 't']","[0.08333333333333333, 0.16666666666666666, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.16666666666666666, 0.08333333333333333]","[6.41610040220442, 3.167665775094675, 7.1092475827643655, 5.605170185988092, 3.5977021439333448, 5.605170185988092, 6.19295685089021, 5.8564846142689975, 5.029806041084529, 5.8564846142689975]","[0.5346750335170349, 0.5279442958491125, 0.5924372985636971, 0.46709751549900763, 0.29980851199444536, 0.46709751549900763, 0.5160797375741841, 0.48804038452241644, 0.8383010068474215, 0.48804038452241644]"
