,final,TF_UNIGRAM,IDF_UNIGRAM,TFIDF_UNIGRAM
223,guys cut my hair without any reason please tell me bagus engga besok pacar main rumah https tco,"[0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142]","[6.810142490647111, 5.711530201979001, 5.4238481295272205, 6.29931686688112, 3.303584593327129, 2.2992829841302607, 5.075541435259004, 5.075541435259004, 5.4238481295272205, 4.412247217848741, 5.6061696863211745, 4.817712325956904, 2.2992829841302607, 6.810142490647111]","[0.4864387493319365, 0.40796644299850005, 0.3874177235376586, 0.44995120477722284, 0.23597032809479493, 0.16423449886644717, 0.36253867394707173, 0.36253867394707173, 0.3874177235376586, 0.3151605155606243, 0.40044069188008385, 0.3441223089969217, 0.16423449886644717, 0.4864387493319365]"
224,tele fitur larang ss record kirim media gaa yg personal to personal yaa bkn channel kalo yg tau dm,"[0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.14285714285714285, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.14285714285714285]","[4.864232341591798, 6.29931686688112, 3.2547944291576973, 6.29931686688112, 7.215607598755275, 7.215607598755275, 6.810142490647111, 4.1475546636216585, 6.52246041819533, 4.773260563386071, 4.245193133185574, 2.8525089739669127]","[0.347445167256557, 0.44995120477722284, 0.23248531636840694, 0.44995120477722284, 1.0308010855364678, 0.5154005427682339, 0.4864387493319365, 0.29625390454440415, 0.46589002987109496, 0.340947183099005, 0.3032280809418267, 0.40750128199527325]"
225,suka wing nanya sender wing ngga bagus jawlinenya nyoba cenat cenut mulut atas tia,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.2]","[6.810142490647111, 5.711530201979001, 5.269697449699962, 4.730700948967275, 5.962844630259907, 3.4428466606606367, 4.2978368666709965, 5.200704578213011, 7.90875477931522]","[0.6810142490647112, 0.5711530201979002, 0.5269697449699962, 0.4730700948967275, 0.5962844630259907, 0.34428466606606367, 0.42978368666709965, 0.5200704578213011, 1.5817509558630443]"
226,i m so close to giving up,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[6.29931686688112, 4.773260563386071, 5.343805421853684]","[2.099772288960373, 1.5910868544620236, 1.781268473951228]"
227,ngobrol didm anak berisik,"[0.5, 0.5]","[4.650658241293739, 6.116995310087166]","[2.3253291206468694, 3.058497655043583]"
228,komunitas ketawa ga twt join,"[0.25, 0.25, 0.25, 0.25]","[2.7326050467413916, 6.810142490647111, 6.810142490647111, 6.52246041819533]","[0.6831512616853479, 1.7025356226617778, 1.7025356226617778, 1.6306151045488324]"
229,mix and match outfit biar ngak liat gemuk gimana thread btw bb sender,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[5.075541435259004, 4.689878954447019, 5.200704578213011, 3.749871695955549, 4.612917913310891, 6.810142490647111, 7.215607598755275, 3.4428466606606367]","[0.6344426794073755, 0.5862348693058774, 0.6500880722766263, 0.4687339619944436, 0.5766147391638614, 0.8512678113308889, 0.9019509498444094, 0.4303558325825796]"
230,guys bingung banget sumpah temenku curhat pacar pacar udah toxic temenku gamau putusin alas sayang udah kenal keluarga udah hopeless banget gimana nasehatinnya cont,"[0.047619047619047616, 0.09523809523809523, 0.047619047619047616, 0.047619047619047616, 0.047619047619047616, 0.047619047619047616, 0.047619047619047616, 0.047619047619047616, 0.047619047619047616, 0.047619047619047616, 0.09523809523809523, 0.047619047619047616, 0.047619047619047616, 0.09523809523809523, 0.047619047619047616, 0.14285714285714285]","[6.810142490647111, 3.81441021709312, 4.730700948967275, 4.2978368666709965, 6.52246041819533, 5.711530201979001, 3.749871695955549, 3.303584593327129, 6.810142490647111, 5.962844630259907, 4.412247217848741, 5.962844630259907, 6.810142490647111, 6.29931686688112, 6.810142490647111, 3.5780214390288894]","[0.3242924995546243, 0.3632771635326781, 0.22527147376034642, 0.20465889841290458, 0.3105933532473966, 0.2719776286656667, 0.17856531885502613, 0.1573135520631966, 0.3242924995546243, 0.2839449823933289, 0.4202140207474991, 0.2839449823933289, 0.3242924995546243, 0.5999349397029637, 0.3242924995546243, 0.5111459198612699]"
231,takut salah ngomong plis plis plis saran ga,"[0.125, 0.125, 0.375, 0.125, 0.125, 0.125]","[2.7326050467413916, 5.4238481295272205, 5.962844630259907, 4.96431580014878, 4.03755376840733, 4.474767574830074]","[0.34157563084267395, 0.6779810161909026, 2.236066736347465, 0.6205394750185975, 0.5046942210509162, 0.5593459468537593]"
232,hi today is my birthday,"[0.25, 0.25, 0.25, 0.25]","[5.962844630259907, 6.29931686688112, 5.4238481295272205, 6.116995310087166]","[1.4907111575649767, 1.57482921672028, 1.3559620323818051, 1.5292488275217915]"
233,guys biar ga minder mantan pacar gimana gue suka bgt insecure kalo liat mantan,"[0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.14285714285714285, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142]","[3.7978809151419095, 4.689878954447019, 2.7326050467413916, 3.749871695955549, 4.38239425469906, 3.303584593327129, 6.29931686688112, 3.2547944291576973, 4.612917913310891, 5.200704578213011, 7.215607598755275, 4.412247217848741, 4.2978368666709965]","[0.2712772082244221, 0.3349913538890728, 0.19518607476724226, 0.2678479782825392, 0.3130281610499328, 0.23597032809479493, 0.44995120477722284, 0.23248531636840694, 0.32949413666506366, 0.7429577968875729, 0.5154005427682339, 0.3151605155606243, 0.3069883476193569]"
234,mtix udah pake gop bayar prasale black panther mending tix id mtix thank youu,"[0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666]","[6.29931686688112, 4.864232341591798, 3.9769291465908947, 5.6061696863211745, 3.5780214390288894, 7.215607598755275]","[1.0498861444801866, 0.8107053902652996, 0.6628215244318157, 0.9343616143868624, 0.5963369065048149, 1.2026012664592125]"
235,ibukku td bikin pisang bakar pas coba kyk clekit pedesnya gt msh kyknya org rumah gadoyan sayang bgt kalo buang tp gatega kl besok bangun tp pisang msh org rumah suka nyemil semuaaa bingung hrs cont,"[0.038461538461538464, 0.038461538461538464, 0.038461538461538464, 0.038461538461538464, 0.038461538461538464, 0.038461538461538464, 0.038461538461538464, 0.038461538461538464, 0.038461538461538464, 0.038461538461538464, 0.038461538461538464, 0.038461538461538464, 0.07692307692307693, 0.07692307692307693, 0.038461538461538464, 0.07692307692307693, 0.07692307692307693, 0.038461538461538464, 0.038461538461538464, 0.038461538461538464, 0.07692307692307693]","[5.51085950651685, 5.4238481295272205, 3.7978809151419095, 4.817712325956904, 4.730700948967275, 4.91302250576123, 4.2978368666709965, 5.962844630259907, 6.52246041819533, 3.2547944291576973, 6.29931686688112, 6.52246041819533, 6.52246041819533, 5.711530201979001, 4.1710851610318525, 7.215607598755275, 4.817712325956904, 5.962844630259907, 4.2978368666709965, 6.810142490647111, 4.1475546636216585]","[0.2119561348660327, 0.20860954344335464, 0.14607234289007345, 0.1852966279214194, 0.18195003649874136, 0.18896240406773962, 0.16530141794888448, 0.2293401780869195, 0.25086386223828194, 0.1251844011214499, 0.24228141795696617, 0.25086386223828194, 0.5017277244765639, 0.43934847707530783, 0.16042635234737895, 0.5550467383657904, 0.3705932558428388, 0.2293401780869195, 0.16530141794888448, 0.2619285573325812, 0.3190426664324353]"
236,diapain,[],[],[]
237,yg km pikir pas denger semarang,"[0.2, 0.2, 0.2, 0.2, 0.2]","[6.810142490647111, 5.829313237635384, 4.1710851610318525, 5.829313237635384, 2.8525089739669127]","[1.3620284981294224, 1.1658626475270768, 0.8342170322063706, 1.1658626475270768, 0.5705017947933826]"
238,buah qrt wujud menit ovt,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[6.116995310087166, 7.215607598755275, 6.29931686688112]","[2.0389984366957217, 2.405202532918425, 2.099772288960373]"
239,baper sm keti kata sender dpn cermin,"[0.25, 0.25, 0.25, 0.25]","[6.810142490647111, 6.52246041819533, 3.4428466606606367, 5.200704578213011]","[1.7025356226617778, 1.6306151045488324, 0.8607116651651592, 1.3001761445532527]"
240,tolong gmn ratainnya yaaa trs knp ga sejajar gt yaa sender lg lapor pkl thank https tco,"[0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693]","[2.7326050467413916, 5.51085950651685, 5.962844630259907, 2.2992829841302607, 5.829313237635384, 5.51085950651685, 3.4428466606606367, 2.2992829841302607, 5.6061696863211745, 4.412247217848741, 4.864232341591798, 4.245193133185574, 5.711530201979001]","[0.21020038821087628, 0.4239122697320654, 0.458680356173839, 0.17686792185617392, 0.4484087105873373, 0.4239122697320654, 0.2648343585123567, 0.17686792185617392, 0.43124382202470574, 0.3394036321422108, 0.37417171858398446, 0.3265533179373519, 0.43934847707530783]"
241,cw food menu favorit https tco rlkj,"[0.25, 0.25, 0.25, 0.25]","[5.13616605707544, 6.52246041819533, 2.2992829841302607, 2.2992829841302607]","[1.28404151426886, 1.6306151045488324, 0.5748207460325652, 0.5748207460325652]"
242,dear thanks for always be there for me,"[0.2, 0.4, 0.2, 0.2]","[5.4238481295272205, 5.829313237635384, 5.075541435259004, 5.6061696863211745]","[1.0847696259054442, 2.3317252950541536, 1.015108287051801, 1.121233937264235]"
243,sembuh luka damai trauma,[1.0],[7.215607598755275],[7.215607598755275]
244,ges tolong reply kucing umur dimandiin ga sih ni badan tainya,"[0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111]","[6.810142490647111, 2.7326050467413916, 5.829313237635384, 5.269697449699962, 6.116995310087166, 5.4238481295272205, 4.124565145396959, 4.412247217848741, 5.829313237635384]","[0.7566824989607901, 0.3036227829712657, 0.647701470848376, 0.5855219388555513, 0.6796661455652406, 0.6026497921696912, 0.45828501615521766, 0.49024969087208226, 0.647701470848376]"
245,doain yaa lupain udh cape bgt harap yg ga noleh samsek haha suka diam diam tu cape bgt yaa nyerah,"[0.14285714285714285, 0.14285714285714285, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.14285714285714285, 0.07142857142857142]","[3.7978809151419095, 5.51085950651685, 6.810142490647111, 2.7326050467413916, 6.810142490647111, 6.29931686688112, 4.2978368666709965, 5.711530201979001, 5.018383021419056, 4.245193133185574, 2.8525089739669127]","[0.5425544164488442, 0.7872656437881214, 0.4864387493319365, 0.19518607476724226, 0.4864387493319365, 0.44995120477722284, 0.3069883476193569, 0.40796644299850005, 0.3584559301013611, 0.6064561618836534, 0.20375064099763662]"
246,ngecrushin org krnh formalitas nggk ap ap takut tmn sender mikirnya sender cmn suka cwo fiksi ama cwo kpop doang pdhl mah iyaa t,"[0.05555555555555555, 0.1111111111111111, 0.05555555555555555, 0.1111111111111111, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.1111111111111111, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555]","[6.116995310087166, 6.52246041819533, 6.52246041819533, 6.810142490647111, 5.018383021419056, 6.810142490647111, 6.116995310087166, 6.52246041819533, 5.962844630259907, 5.711530201979001, 6.52246041819533, 3.4428466606606367, 4.2978368666709965, 4.474767574830074, 7.215607598755275]","[0.3398330727826203, 0.7247178242439255, 0.36235891212196275, 0.7566824989607901, 0.2787990567455031, 0.37834124948039505, 0.3398330727826203, 0.36235891212196275, 0.33126914612555036, 0.3173072334432778, 0.36235891212196275, 0.3825385178511818, 0.23876871481505535, 0.24859819860167076, 0.4008670888197375]"
247,lumpia basah pake ketiwaw trs minum thai tea gocengan https tco,"[0.2, 0.2, 0.2, 0.2, 0.2]","[2.2992829841302607, 5.51085950651685, 3.9769291465908947, 2.2992829841302607, 4.864232341591798]","[0.4598565968260522, 1.10217190130337, 0.795385829318179, 0.4598565968260522, 0.9728464683183596]"
248,alih korean skincare mending nyoba set cosrx thank https tco,"[0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666]","[2.2992829841302607, 4.864232341591798, 5.962844630259907, 6.29931686688112, 2.2992829841302607, 5.6061696863211745]","[0.3832138306883768, 0.8107053902652996, 0.9938074383766511, 1.0498861444801866, 0.3832138306883768, 0.9343616143868624]"
249,main qrt random yuk,"[0.25, 0.25, 0.25, 0.25]","[5.075541435259004, 6.29931686688112, 5.829313237635384, 5.51085950651685]","[1.268885358814751, 1.57482921672028, 1.457328309408846, 1.3777148766292124]"
250,yg balas reply pakai ujung ns mksdnya,"[0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666]","[6.52246041819533, 6.810142490647111, 5.6061696863211745, 5.4238481295272205, 7.215607598755275, 2.8525089739669127]","[1.0870767363658882, 1.1350237484411851, 0.9343616143868624, 0.9039746882545368, 1.2026012664592125, 0.47541816232781875]"
251,gue minggu,"[0.5, 0.5]","[4.38239425469906, 5.962844630259907]","[2.19119712734953, 2.9814223151299535]"
252,ketemu mas crush tuh perut mules keringet dingin kalo disamperin,"[0.2, 0.2, 0.2, 0.2, 0.2]","[4.507557397653065, 3.2547944291576973, 5.343805421853684, 5.711530201979001, 4.541458949328746]","[0.9015114795306132, 0.6509588858315395, 1.068761084370737, 1.1423060403958003, 0.9082917898657492]"
253,qrt yukk bebas context,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[6.810142490647111, 6.29931686688112, 6.810142490647111]","[2.2700474968823703, 2.099772288960373, 2.2700474968823703]"
254,hey semangat mas pacar tunang udah tahun pacar tau selingkuh mantan bulan sakit hati banget malu gemeter engga percaya,"[0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.125, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]","[3.81441021709312, 5.4238481295272205, 6.29931686688112, 5.6061696863211745, 6.52246041819533, 5.200704578213011, 5.711530201979001, 4.412247217848741, 6.52246041819533, 4.96431580014878, 6.116995310087166, 6.116995310087166, 4.91302250576123, 4.1475546636216585, 3.5780214390288894]","[0.23840063856832, 0.3389905080954513, 0.39370730418007, 0.3503856053950734, 0.4076537761372081, 0.3250440361383132, 0.3569706376236876, 0.5515309022310926, 0.4076537761372081, 0.31026973750929876, 0.38231220688044787, 0.38231220688044787, 0.3070639066100769, 0.25922216647635365, 0.22362633993930559]"
255,saranin anime genre kaya jjk naruto demon slayer,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[6.116995310087166, 4.817712325956904, 4.817712325956904]","[2.0389984366957217, 1.6059041086523014, 1.6059041086523014]"
256,ngapain,[1.0],[6.29931686688112],[6.29931686688112]
257,sender ngecrushin kalo dua bawannya canggung bgt gw tremor parah natap aja gaberani huhu,"[0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111]","[3.883403088580071, 3.7978809151419095, 6.810142490647111, 5.6061696863211745, 5.962844630259907, 3.2547944291576973, 5.962844630259907, 6.810142490647111, 3.4428466606606367]","[0.43148923206445233, 0.42198676834910104, 0.7566824989607901, 0.622907742924575, 0.6625382922511007, 0.36164382546196633, 0.6625382922511007, 0.7566824989607901, 0.3825385178511818]"
258,swnder dikenalin ortunya pcar sendeeerr pliss enggaakk yaa,"[0.5, 0.5]","[6.810142490647111, 4.245193133185574]","[3.4050712453235557, 2.122596566592787]"
259,kalo sedih jam gin ken mandi keramas kpla seger,"[0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666]","[4.245193133185574, 5.018383021419056, 3.2547944291576973, 4.353406717825807, 5.075541435259004, 6.810142490647111]","[0.7075321888642623, 0.8363971702365093, 0.5424657381929495, 0.7255677863043012, 0.8459235725431673, 1.1350237484411851]"
260,inspirasi outfit ga sih kalo coba reply influencer selebgram hijab yg ngespill outfit gitu,"[0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.2222222222222222, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111]","[4.91302250576123, 2.7326050467413916, 3.8657035114806706, 3.2547944291576973, 7.215607598755275, 5.4238481295272205, 4.124565145396959, 2.8525089739669127]","[0.5458913895290255, 0.3036227829712657, 0.42952261238674116, 0.36164382546196633, 1.60346835527895, 0.6026497921696912, 0.45828501615521766, 0.31694544155187915]"
261,kalo cowo yg carenya cuman pas ketemu kampusl pas lg nongkrong tp telah ga ngechat tu knpa yh,"[0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.15384615384615385, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693]","[5.200704578213011, 6.29931686688112, 2.7326050467413916, 3.2547944291576973, 5.343805421853684, 5.51085950651685, 6.29931686688112, 4.1710851610318525, 4.1475546636216585, 5.711530201979001, 2.8525089739669127, 5.51085950651685]","[0.4000541983240778, 0.48456283591393234, 0.21020038821087628, 0.2503688022428998, 0.4110619555272065, 0.4239122697320654, 0.48456283591393234, 0.6417054093895158, 0.3190426664324353, 0.43934847707530783, 0.21942376722822407, 0.4239122697320654]"
